bias,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,weight12,weight13,weight14,weight15,weight16,weight17,weight18,weight19,weight20,weight21,weight22,weight23,weight24,weight25,weight26,weight27,weight28,weight29,weight30,weight31,weight32,weight33,weight34,weight35,weight36,weight37,weight38,weight39,weight40,weight41
0.07573980838060379,0.24040208756923676,0.26987531781196594,-0.7368494272232056,-0.9054734110832214,1.812191128730774,0.806623101234436,0.8943682312965393,-0.03585318103432655,0.1316826492547989,0.09644947946071625,0.5920485258102417,-0.43112802505493164,0.8820648789405823,-0.3932584822177887,-0.02143773064017296,0.09777337312698364,0.5654684901237488,0.42045092582702637,0.19360853731632233,0.4156816601753235,0.6522672176361084,-1.5370721817016602,-0.6269476413726807,0.7677271962165833,-0.8658438920974731,1.2940177917480469,1.1940398216247559,0.9681063890457153,0.18633674085140228,-0.0007175769424065948,-0.28529325127601624,-0.790457010269165,-0.835070013999939,-1.0161534547805786,-0.6099218130111694,-0.8861587047576904,-0.87283855676651,-0.623775064945221,-0.6613478064537048,0.07019394636154175,-0.1974739283323288,0.2327931672334671
-0.10948546230792999,0.333535373210907,0.08939161896705627,0.13954094052314758,0.1021469235420227,1.2882622480392456,-0.7065130472183228,1.5999870300292969,-0.874904990196228,1.614010214805603,-0.6343941688537598,-0.21730990707874298,0.8867112994194031,0.4757746458053589,0.19544903934001923,0.3941737115383148,0.041234370321035385,0.22511278092861176,-0.4262356460094452,-0.017245735973119736,-0.21342681348323822,0.18415923416614532,0.8580597043037415,0.12903524935245514,0.7467619180679321,1.4462440013885498,0.8821215033531189,1.8572036027908325,-0.982532799243927,0.08483423292636871,-0.0012122424086555839,-0.26330071687698364,-0.7388896942138672,-0.14690494537353516,-0.5659754872322083,-0.37932145595550537,-0.7289285063743591,-0.17447546124458313,-0.19855095446109772,-0.24264845252037048,-0.11310749500989914,-0.45332270860671997,-0.025161927565932274
0.09515049308538437,0.11201068758964539,0.2539689540863037,-0.5491440296173096,-0.07278192043304443,1.4447226524353027,-0.16710881888866425,-1.5948772430419922,0.7890343070030212,0.5910667777061462,1.12175714969635,-0.09667651355266571,-0.4719012379646301,0.04232041537761688,-0.44702816009521484,0.118244968354702,0.21050207316875458,0.030011704191565514,0.0936153456568718,0.05256073549389839,0.136198028922081,0.27897393703460693,-1.4652472734451294,-0.1681606024503708,0.5908647775650024,0.724216103553772,-1.0541256666183472,-2.3262438774108887,-0.08196498453617096,-1.413483738899231,-0.38878822326660156,-0.33290162682533264,-0.49393734335899353,-0.7043598294258118,0.0861709862947464,0.4698345959186554,-0.011905433610081673,0.4965633153915405,0.3209470510482788,0.6444416642189026,0.29226747155189514,0.42481210827827454,0.166011244058609
0.0,0.0421634316444397,-0.24772468209266663,-0.2313123196363449,0.15160563588142395,-0.14725621044635773,-0.23528027534484863,-0.0401969850063324,0.281921923160553,0.11716142296791077,-0.015266060829162598,0.18341898918151855,0.12767666578292847,0.22295570373535156,0.024502307176589966,0.11872625350952148,0.04552412033081055,-0.07119889557361603,-0.15714538097381592,0.03776159882545471,-0.16986040771007538,0.10437682271003723,-0.10787375271320343,-6.16908073425293e-05,0.1480826735496521,-0.1260920912027359,0.11682575941085815,-0.059347450733184814,0.14916551113128662,-0.09846006333827972,-0.03199687600135803,0.20747292041778564,-0.28809624910354614,-0.12589992582798004,-0.10323227941989899,-0.03863433003425598,0.24888020753860474,-0.06111365556716919,5.3942203521728516e-05,-0.003610849380493164,-0.2021077275276184,0.11266466975212097,0.2876198887825012
0.0,0.16395065188407898,-0.22109194099903107,0.09446761012077332,0.1578482985496521,-0.2215726673603058,0.2194991111755371,0.14853644371032715,-0.27392059564590454,0.2506697177886963,0.09106743335723877,-0.08779400587081909,-0.23864424228668213,0.11687719821929932,-0.22494249045848846,-0.2725907564163208,0.10973075032234192,0.20732563734054565,-0.2343999445438385,0.11786216497421265,0.1726689636707306,-0.031771957874298096,0.21947574615478516,0.03505483269691467,0.07956019043922424,0.287018358707428,0.027848750352859497,-0.07469233870506287,-0.23978808522224426,-0.14923515915870667,-0.06571191549301147,0.0010436177253723145,0.263477087020874,0.19071760773658752,-0.035754650831222534,-0.25071701407432556,0.06503379344940186,0.22337377071380615,-0.04718707501888275,0.08467540144920349,-0.14859458804130554,-0.21381264925003052,-0.016888558864593506
0.0,-0.2492705136537552,-0.10803596675395966,0.28078973293304443,-0.05049043893814087,0.12615728378295898,-0.08006756007671356,-0.13521449267864227,-0.1229848563671112,0.1516585350036621,0.1953456699848175,0.057292431592941284,-0.036497682332992554,0.03989347815513611,0.20898783206939697,0.13123056292533875,0.013123869895935059,0.03425043821334839,0.004116564989089966,0.12737393379211426,0.20726454257965088,-0.005308002233505249,0.05382508039474487,-0.14894388616085052,0.08852154016494751,0.18161991238594055,-0.08293941617012024,0.018969416618347168,0.2101096510887146,-0.03959682583808899,-0.02692088484764099,-0.12263083457946777,0.05287054181098938,0.13458803296089172,0.2380121350288391,0.1564008891582489,-0.24848049879074097,-0.2558487057685852,0.10652628540992737,-0.25654008984565735,-0.19066700339317322,-0.1200203150510788,-0.1582927107810974
0.004010851960629225,-0.3495199978351593,0.009229069575667381,1.359861969947815,0.29660847783088684,0.16488344967365265,-0.5032456517219543,0.8540536761283875,-1.8321861028671265,1.2933523654937744,-1.565248966217041,0.08572742342948914,-0.022683613002300262,0.0787883773446083,0.026938481256365776,-0.021012403070926666,-0.38622742891311646,-0.02998240478336811,-0.24261882901191711,-0.6351885795593262,-0.07701991498470306,0.07658873498439789,0.9708307385444641,0.06436226516962051,-0.9831057190895081,0.8822644948959351,-0.5921521186828613,0.2762297987937927,-1.4425022602081299,-0.18616615235805511,-0.20681871473789215,-0.1316598355770111,-0.10379519313573837,0.40356770157814026,0.920538604259491,0.14677004516124725,0.32290971279144287,0.3516136109828949,0.44165390729904175,0.2735767066478729,-0.30592331290245056,-0.23017571866512299,0.1286255121231079
0.0,-0.26835915446281433,-0.23504720628261566,-0.014411896467208862,-0.18031826615333557,-0.2338433414697647,-0.1534813493490219,0.2789894938468933,0.12354767322540283,-0.26111239194869995,-0.06210826337337494,0.22063195705413818,0.03825920820236206,-0.18552282452583313,-0.2369709461927414,-0.03810641169548035,0.2670440077781677,-0.1232946366071701,0.20275276899337769,-0.034974128007888794,-0.1941078156232834,0.0895390510559082,-0.026465147733688354,-0.17589135468006134,0.0032669901847839355,0.20830219984054565,-0.0662422776222229,0.10354185104370117,0.25353729724884033,-0.03250008821487427,0.24765825271606445,-0.08348290622234344,-0.08316564559936523,-0.08496256172657013,0.08449196815490723,-0.15325972437858582,0.20008188486099243,-0.2377164363861084,0.17766907811164856,0.17675146460533142,-0.13572663068771362,-0.05571252107620239,0.06033933162689209
0.031916502863168716,1.4072095155715942,-0.17742860317230225,-0.10906504094600677,1.0372027158737183,-1.2664979696273804,0.38276925683021545,0.37335148453712463,-0.2838851511478424,-0.7464984059333801,0.4102820158004761,-0.15322671830654144,0.09295936673879623,-0.548897385597229,-0.06791885942220688,-0.16948866844177246,-0.11179792135953903,-0.0018662854563444853,-0.6415302753448486,-0.31119975447654724,-0.20214299857616425,-0.14399059116840363,-0.3263019025325775,0.13949255645275116,1.0419423580169678,-0.5441824793815613,1.5295300483703613,3.2720985412597656,0.6567251682281494,0.7655661702156067,0.12731873989105225,-0.455671101808548,-0.4509260654449463,-0.012199416756629944,-0.14504848420619965,-0.38643914461135864,-0.7816102504730225,-0.5754672884941101,-0.7867289781570435,-0.36575958132743835,-0.4091719686985016,-0.4208756685256958,-0.36623096466064453
-0.0453307069838047,0.9571759700775146,0.16110223531723022,-0.1174934133887291,0.2850843369960785,0.8682492971420288,0.8909928202629089,-0.10723865032196045,0.5211563110351562,-0.4017098844051361,0.4955093562602997,0.3121022880077362,0.10814882814884186,0.40908873081207275,-0.41937217116355896,-0.42136988043785095,0.3333440124988556,0.3427990674972534,0.12935319542884827,0.1143975630402565,0.10770825296640396,0.19275864958763123,-2.0082955360412598,-1.0760841369628906,2.606522560119629,-0.5954078435897827,3.241642951965332,3.5443899631500244,1.8074547052383423,1.135395884513855,0.4848710000514984,-0.4088203012943268,-0.7349459528923035,-0.5604562163352966,-1.2788233757019043,-0.6829946637153625,-1.1567326784133911,-1.2416980266571045,-1.2544935941696167,-1.1756274700164795,-0.27830421924591064,-0.2024921178817749,-0.14833465218544006
